title,author_info,rating,pros,cons,helpful
Cool but meh... ?,"Aug 26, 2020 - Communication Manager in Montreuil, Ile-de-France",4,"A massive brand, tons of communication assets It is a great plus on a resume (marketing & communication)","A lot of political choices, people that are at Ubisoft for 20 years making the decisions and a weird ""college"" kind of vibe (who dates who, gossips, booze,...)",1 person found this review helpful
Good entry level job for video game industry,"Aug 26, 2020 - QA - Game Tester in Bucharest, Bucuresti",5,"Fun laid-back atmosphere and nice people, medical insurance, opportunities to improve",Salary could be better but for an entry level job its decent,Be the first to find this review helpful
Excellent company,"Aug 26, 2020 - Data Analyst in Paris",5,Company culture is really awesome,Can be underpaid but according to industry avg,Be the first to find this review helpful
"Excellent, friendly company","Aug 20, 2020 - QA Specialist in Berlin",5,"Team spirit, overall friendliness and welcoming feel each time you go to work","Pay is a little on the low side, but for QA it's expected.",1 person found this review helpful
Work at ubisoft,"Aug 24, 2020 - Anonymous Employee",4,It is good for gamer,There is no cons in ubisoft,Be the first to find this review helpful
Worst gaming studio,"Sep 28, 2020 - Junior Game Tester in Pune",1,Brand value That's it!!! No other pros!,"Very less pay package, bonus included in CTC for cost cutting!,",Be the first to find this review helpful
Animator at Ubisoft,"Aug 23, 2020 - Animator in Montreal, QC",4,"Fun events, nice people, sometimes free food","Disorganized staff, poor customer satisfaction",Be the first to find this review helpful
Great,"Sep 4, 2020 - Programmer in Berlin",3,Enjoyable people & fun tasks to work on,some of managment made questionable decisions,1 person found this review helpful
A good way to start,"Aug 21, 2020 - Game Tester in Bucharest, Bucuresti",4,Relative low amount of work and its a good way to start,low salary but its not that bad for a starting position,Be the first to find this review helpful
"Great company, great projects, low salary","Aug 20, 2020 - Narrative Designer in Mainz, Rhineland-Palatinate",4,"I am very happy with Ubisoft, the developers working there are great, driven, passionate. The projects are interesting and it really feels like everybody is valued.",The salaries are low compared to the rest of the industry. The salary processes are slow to change and lack fairness,Be the first to find this review helpful
.,"Aug 19, 2020 - Game Tester in Pune",5,Best company if you wanna get in to gaming industry,Salary is little bit less.,Be the first to find this review helpful
Gamble depending on your team,"Aug 27, 2020 - UI Artist in Montreal, QC",3,Stable Talented people High budget AAA Many projects to choose from,Seriously career and mental state shattering toxic core teams still workibg without any consequences to their action Superstar dev culture Homogenous Unoptimized Inability to do new things without teams having to suffer enormously Low salary and benefit compared to other companies (unless you are part of the rockstar dev or friends with the right people),3 people found this review helpful
Nice,"Aug 18, 2020 - Junior Game Tester in Pune",5,we get games access on pc,i didnt found any cons yet,Be the first to find this review helpful
The Ubisoft Group,"Aug 14, 2020 - Production Manager in Singapore",5,"A large company filled with a lot of amazing people, all collaborating well to create a quality game.",You can’t find this anywhere else.,1 person found this review helpful
Great Experience,"Aug 18, 2020 - IT Inventory Specialist in Pune",4,Employee Concern even in Covid like situation,More cost cutting structure overall,Be the first to find this review helpful
Totally Recommend for the Freshers.,"Aug 30, 2020 - Intermediate Game Tester in Pune",3,Good for the beginners and fresh testers who wants to start the testing career.,Very low salary even though you are an experienced tester.,1 person found this review helpful
Great project variety,"Sep 1, 2020 - Software Developer in London, England",3,There are a lot of projects to work on and you will be able to help in the development of a lot of new releases.,The company culture and diversity could be better. Sometimes it feels as if you are alone because of how the environment is.,Be the first to find this review helpful
Good for gamers,"Sep 1, 2020 - Anonymous Employee",3,"Friendly Environment, Chill, Flexible working hours",Salary is very less as compared to other Game developing companies,Be the first to find this review helpful
"Lots of fun, low wages","Aug 13, 2020 - Anonymous Employee in Düsseldorf",4,"Nice atmo, mqny talented people","Salaries in many fields below average, HR department needs improvement",1 person found this review helpful
Great Work Enviroment,"Aug 27, 2020 - QA - Game Tester in Pune",3,Good working culture and healthy work enviroment,Salary and growth less ...,1 person found this review helpful
Not The Best,"Aug 29, 2020 - Financial Accountant",3,The gaming industry is still exciting.,Bad culture and low competence of the management team,Be the first to find this review helpful
Ubisoft,"Aug 11, 2020 - Game Designer in Montreal, QC",4,work status safety nice studio,the pay is quite low,Be the first to find this review helpful
Great Company that encourages drive and innovation from its employees,"Aug 11, 2020 - Risk Management Analyst in Montreal, QC",4,Unlimited room to grow Annual Salary increases Social Benefits Bonus Employee Stock Plan Employee RRSP Plan with Employer contributions Flexible schedule,Salary increases of around 3% a year to match the average. First year vacation plan is non existant. 2 weeks vacation as of your 2nd year only,Be the first to find this review helpful
Great talent and great projects!,"Aug 9, 2020 - Team Lead in Montreal, QC",5,Talent! Sharing! Technology! Inspiring! Challenging!,"Slow process modifications, ok but stocks plans, ok but remote work policy",Be the first to find this review helpful
Decent Company,"Aug 10, 2020 - Artist",4,Better Management and internal structure.,Slow Promotion and salary rate,Be the first to find this review helpful
Stagnant,"Aug 21, 2020 - Community Developer",3,The prestige of working on big titles can't be understated.,Leadership is sorely lacking and the sexual misconduct and abusive power structures need to be torn down.,1 person found this review helpful
